userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.63591,Far,-28.057,44.482,-5.3419,0.02,0,0,-35.51253,43.50717,-16.71743,-35.16,43.152,-14.71,-35.16,43.152,-14.71,348.9454,227.6735,2.59383,-11.055,-132.327,2.594,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.47171,Far,-28.057,44.482,-5.3419,0.4594151,0,1.401389,-34.52011,44.19312,-16.00436,-34.51987,43.7599,-16.16059,-34.59676,43.76023,-16.24835,343.5438,109.1963,0.2193684,-16.456,109.196,0.219,346.2749,210.6093,359.777,-13.725,-149.391,-0.223,346.0428,46.88859,358.8802,-13.957,46.889,-1.12,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22846,Far,-28.057,44.482,-5.3419,0.8179806,0.2971506,1.697627,-34.52864,44.18951,-15.71338,-34.51953,43.75727,-15.86608,-34.59866,43.75728,-15.95347,344.373,109.1006,0.03957177,-15.627,109.101,0.04,346.2811,210.5946,359.8479,-13.719,-149.405,-0.152,346.048,46.53501,0.3711322,-13.952,46.535,0.371,-35.16,43.14921,-14.41564,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22789,Far,-28.057,44.482,-5.3419,0.9638597,0.2971506,1.698707,-34.52895,44.18965,-15.71251,-34.51929,43.75751,-15.86578,-34.59852,43.75716,-15.95326,344.3551,108.9571,0.1456889,-15.645,108.957,0.146,346.2719,210.5804,359.8486,-13.728,-149.42,-0.151,346.046,46.53568,0.387378,-13.954,46.536,0.387,-35.16,43.14921,-14.41564,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22795,Far,-28.057,44.482,-5.3419,1.110829,0.2971506,1.6996,-34.52952,44.18965,-15.71224,-34.51915,43.75758,-15.86579,-34.59918,43.75707,-15.95379,344.4244,108.9423,0.2065507,-15.576,108.942,0.207,346.2842,210.579,359.8583,-13.716,-149.421,-0.142,346.0349,46.53885,0.3665278,-13.965,46.539,0.367,-35.16,43.14921,-14.41564,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22826,Far,-28.057,44.482,-5.3419,1.252314,0.2971506,1.700704,-34.53043,44.18998,-15.71204,-34.51923,43.75754,-15.86589,-34.59963,43.75706,-15.95381,344.4011,108.9497,0.1996587,-15.599,108.95,0.2,346.3003,210.5837,359.852,-13.7,-149.416,-0.148,346.0333,46.53413,0.3849654,-13.967,46.534,0.385,-35.16,43.14921,-14.41564,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22798,Far,-28.057,44.482,-5.3419,1.380174,0.2971506,1.702115,-34.53133,44.19049,-15.71117,-34.51934,43.7575,-15.86572,-34.59941,43.7571,-15.95343,344.2648,108.8507,0.3160683,-15.735,108.851,0.316,346.2978,210.5889,359.8199,-13.702,-149.411,-0.18,346.0453,46.51149,0.4685583,-13.955,46.511,0.469,-35.16,43.14921,-14.41564,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22773,Far,-28.057,44.482,-5.3419,1.515415,0.2971506,1.702842,-34.53146,44.19028,-15.71077,-34.51942,43.75747,-15.86588,-34.5991,43.75714,-15.95379,344.4221,108.8415,0.3642658,-15.578,108.841,0.364,346.2975,210.5921,359.8127,-13.703,-149.408,-0.187,346.0518,46.55063,0.3556443,-13.948,46.551,0.356,-35.16,43.14921,-14.41564,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22762,Far,-28.057,44.482,-5.3419,1.640817,0.2971506,1.70366,-34.53177,44.19084,-15.71047,-34.51945,43.75741,-15.86607,-34.59924,43.75706,-15.95385,344.3789,108.9821,0.2772753,-15.621,108.982,0.277,346.2986,210.5878,359.8188,-13.701,-149.412,-0.181,346.0573,46.54097,0.4051212,-13.943,46.541,0.405,-35.16,43.14921,-14.41564,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.22684,Far,-28.057,44.482,-5.3419,1.798694,0.2971506,1.705518,-34.53272,44.19111,-15.70896,-34.51965,43.75733,-15.86601,-34.59929,43.75702,-15.95364,344.3532,108.911,0.3897482,-15.647,108.911,0.39,346.3031,210.5934,359.7906,-13.697,-149.407,-0.209,346.0602,46.51664,0.4863496,-13.94,46.517,0.486,-35.16,43.14921,-14.41564,0,0,0,0,0,0
