userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z,m_EventType,m_Side,m_Status
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.59448,Far,-28.057,44.482,-5.3419,0.02,0,0,-35.45724,43.50613,-16.70385,-35.16,43.152,-14.71,-35.16,43.152,-14.71,344.0365,237.1548,357.3828,-15.964,-122.845,-2.617,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.24841,Far,-28.057,44.482,-5.3419,0.4472033,0,0.4371604,-35.18493,43.77031,-16.48669,-35.16,43.152,-14.71,-35.41442,43.66129,-16.81786,11.3125,114.9743,337.3437,11.313,114.974,-22.656,0,0,0,0,0,0,329.5007,201.7426,333.0244,-30.499,-158.257,-26.976,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.97174,Far,-28.057,44.482,-5.3419,0.7906847,0,0.824245,-34.98849,44.03828,-16.29742,-35.27756,43.87822,-16.37276,-35.36246,43.93317,-16.33755,358.2913,87.82301,338.578,-1.709,87.82301,-21.422,357.5096,185.8182,337.1004,-2.49,-174.182,-22.9,334.1709,175.9499,346.3074,-25.829,175.95,-13.693,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.40276,Far,-28.057,44.482,-5.3419,0.946369,0.5737762,1.552026,-34.93142,44.20056,-15.66138,-35.18417,43.92099,-15.63026,-35.26138,44.00165,-15.55471,349.241,83.39587,343.6524,-10.759,83.396,-16.348,11.96775,172.6208,338.5353,11.968,172.621,-21.465,344.9013,164.688,348.4707,-15.099,164.688,-11.529,-35.16,43.14922,-14.13901,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.36319,Far,-28.057,44.482,-5.3419,1.079516,0.5737839,1.719327,-34.92265,44.36241,-15.62281,-35.0453,43.97289,-15.50835,-35.13822,44.0553,-15.40625,344.2268,81.08717,347.4212,-15.773,81.08701,-12.579,8.703689,147.9746,324.4604,8.704,147.975,-35.54,342.5718,148.2359,334.1706,-17.428,148.236,-25.829,-35.16,43.14921,-14.13901,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.32876,Far,-28.057,44.482,-5.3419,1.203145,0.5737839,1.8926,-34.93372,44.52371,-15.57456,-34.90777,44.03509,-15.40933,-35.02822,44.11132,-15.29736,344.4608,78.69914,350.743,-15.539,78.69901,-9.257,359.4446,124.153,316.615,-0.555,124.153,-43.385,334.8845,128.7684,324.3064,-25.116,128.768,-35.694,-35.16,43.14921,-14.13901,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.31942,Far,-28.057,44.482,-5.3419,1.338701,0.5737839,2.07187,-35.00336,44.67674,-15.51434,-34.78296,44.08788,-15.34459,-34.92205,44.16729,-15.20465,345.973,79.56215,355.6361,-14.027,79.562,-4.364,359.0342,112.0807,312.4578,-0.966,112.081,-47.542,332.1258,117.6137,318.6781,-27.874,117.614,-41.322,-35.16,43.14921,-14.13901,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.28157,Far,-28.057,44.482,-5.3419,1.476349,0.5737839,2.254658,-35.09796,44.77969,-15.40039,-34.66817,44.13999,-15.30274,-34.78545,44.20586,-15.268,354.6871,89.90381,355.4952,-5.313,89.90401,-4.505,355.5897,111.7352,316.9015,-4.41,111.735,-43.099,327.2422,116.4214,319.0259,-32.758,116.421,-40.974,-35.16,43.14921,-14.13901,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.24323,Far,-28.057,44.482,-5.3419,1.601793,0.5737839,2.360052,-35.15288,44.76683,-15.31507,-34.58302,44.17628,-15.28145,-34.67733,44.23151,-15.2702,352.6303,102.7934,352.4324,-7.37,102.793,-7.568,356.3988,112.0643,313.8757,-3.601,112.064,-46.124,327.7219,118.3225,315.68,-32.278,118.323,-44.32,-35.16,43.14921,-14.13901,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.1945,Far,-28.057,44.482,-5.3419,1.731456,0.5737839,2.466948,-35.09737,44.71335,-15.29607,-34.52515,44.2041,-15.26964,-34.59575,44.24838,-15.27918,321.0144,98.82339,349.96,-38.986,98.82301,-10.04,352.8578,110.0646,314.5235,-7.142,110.065,-45.477,324.5753,115.4031,317.4841,-35.425,115.403,-42.516,-35.16,43.14921,-14.13901,0,0,0,0,0,0,,,
