userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.6297,Far,-28.057,44.482,-5.3419,0.02,0,-35.46632,43.62499,-16.74963,-35.16,43.152,-14.71,-35.16,43.152,-14.71,358.0704,169.904,358.8388,-1.93,169.904,-1.161,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.65988,Far,-28.057,44.482,-5.3419,0.4793298,0,-35.49617,43.61001,-16.76515,-35.16,43.152,-14.71,-35.16,43.152,-14.71,358.1904,169.9532,359.4968,-1.81,169.953,-0.503,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.48169,Far,-28.057,44.482,-5.3419,0.6014717,0,-35.43887,43.79279,-16.60196,-35.16,43.152,-14.71,-35.16,43.152,-14.71,6.636882,177.0024,11.8968,6.637,177.002,11.897,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.40246,Far,-28.057,44.482,-5.3419,0.7166398,0,-35.395,43.83848,-16.53857,-35.16,43.152,-14.71,-35.16,43.152,-14.71,3.756706,181.5897,10.78187,3.757,-178.41,10.782,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.31683,Far,-28.057,44.482,-5.3419,0.8351922,0,-35.34688,43.87731,-16.46979,-35.16,43.152,-14.71,-35.16,43.152,-14.71,7.445947,177.0241,9.453559,7.446001,177.024,9.454,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.18035,Far,-28.057,44.482,-5.3419,1.040038,0,-35.248,43.92295,-16.3736,-35.16,43.152,-14.71,-35.16,43.152,-14.71,16.76007,156.2964,5.618395,16.76,156.296,5.618,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.10677,Far,-28.057,44.482,-5.3419,1.169907,0,-35.17101,43.95296,-16.33728,-35.16,43.152,-14.71,-35.16,43.152,-14.71,13.0718,146.3581,2.54678,13.072,146.358,2.547,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.03944,Far,-28.057,44.482,-5.3419,1.293549,0,-35.09656,43.9803,-16.30639,-35.16,43.152,-14.71,-35.16,43.152,-14.71,9.307515,135.1848,1.488648,9.308001,135.185,1.489,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.48202,Far,-28.057,44.482,-5.3419,1.4331,0.578598,-35.02277,44.01555,-15.68894,-35.16,43.14922,-14.13419,-35.16,43.14922,-14.13419,7.942917,123.4077,359.2169,7.943,123.408,-0.7830001,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14922,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.42039,Far,-28.057,44.482,-5.3419,1.55597,0.578598,-35.02369,43.94561,-15.61048,-35.16,43.14922,-14.13419,-35.16,43.14922,-14.13419,6.558325,108.3364,359.4691,6.558,108.336,-0.531,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14922,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.35163,Far,-28.057,44.482,-5.3419,1.718346,0.578598,-34.9691,43.97986,-15.56607,-35.16,43.14922,-14.13419,-35.16,43.14922,-14.13419,8.662146,96.85249,357.02,8.662001,96.85201,-2.98,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14922,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.29765,Far,-28.057,44.482,-5.3419,1.853065,0.5786018,-34.92562,43.97513,-15.53,-35.16,43.14921,-14.13419,-35.16,43.14921,-14.13419,9.048375,91.3213,353.0942,9.048,91.32101,-6.906,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.2733,Far,-28.057,44.482,-5.3419,1.987917,0.5786018,-34.896,43.9476,-15.51915,-35.16,43.14921,-14.13419,-35.16,43.14921,-14.13419,11.36435,90.41183,359.8372,11.364,90.412,-0.163,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.2523,Far,-28.057,44.482,-5.3419,2.126031,0.5786018,-34.87132,43.94904,-15.51047,-35.16,43.14921,-14.13419,-35.16,43.14921,-14.13419,4.404837,94.98734,2.229006,4.405,94.98701,2.229,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.25456,Far,-28.057,44.482,-5.3419,2.287733,0.5786018,-34.84143,44.03637,-15.53734,-35.16,43.14921,-14.13419,-35.16,43.14921,-14.13419,3.887967,98.90974,2.272125,3.888,98.91,2.272,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.28566,Far,-28.057,44.482,-5.3419,2.422169,0.5786018,-34.87014,44.15253,-15.56003,-35.16,43.14921,-14.13419,-35.16,43.14921,-14.13419,347.4588,87.66529,6.278281,-12.541,87.665,6.278,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.32795,Far,-28.057,44.482,-5.3419,2.561337,0.5786018,-34.93265,44.25475,-15.57186,-35.16,43.14921,-14.13419,-35.16,43.14921,-14.13419,347.1711,90.00622,5.924851,-12.829,90.006,5.925,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.13419,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.32069,Far,-28.057,44.482,-5.3419,2.688383,0.5786057,-35.02073,44.37214,-15.50525,-35.16,43.14921,-14.13419,-35.16,43.14921,-14.13419,359.7622,106.8269,6.816596,-0.238,106.827,6.817,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.14921,-14.13419,0,0,0,0,0,0
