userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.65393,Far,-28.057,44.482,-5.3419,0.02,0,-35.52034,43.51591,-16.73466,-35.16,43.152,-14.71,-35.16,43.152,-14.71,355.5857,236.2212,5.58008,-4.414,-123.779,5.58,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.78696,Far,-28.057,44.482,-5.3419,0.4484491,0,-35.0056,44.40226,-16.07582,-35.16,43.152,-14.71,-35.52621,43.54125,-16.96301,4.512704,149.2229,8.317437,4.513,149.223,8.317,0,0,0,0,0,0,341.5555,224.2332,306.0332,-18.444,-135.767,-53.967,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.6322,Far,-28.057,44.482,-5.3419,0.777486,0.5208549,-35.06984,44.04343,-15.83953,-35.16,43.14922,-14.19193,-35.52594,43.53824,-16.44496,28.46091,190.6004,12.61956,28.461,-169.4,12.62,0,0,0,0,0,0,341.5189,224.2246,306.0471,-18.481,-135.775,-53.953,-35.16,43.14922,-14.19193,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.59246,Far,-28.057,44.482,-5.3419,0.8920394,0.6503792,-35.11275,43.99436,-15.76056,-35.16,43.14922,-14.06241,-35.52616,43.5383,-16.31517,27.5666,195.8011,13.38948,27.567,-164.199,13.389,0,0,0,0,0,0,341.515,224.2232,306.0368,-18.485,-135.777,-53.963,-35.16,43.14922,-14.06241,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.57145,Far,-28.057,44.482,-5.3419,1.009736,0.7306337,-35.14174,43.95656,-15.71358,-35.16,43.14922,-13.98215,-35.52615,43.53856,-16.23481,28.17301,203.5653,19.28819,28.173,-156.435,19.288,0,0,0,0,0,0,341.5087,224.2243,306.0395,-18.491,-135.776,-53.96,-35.16,43.14922,-13.98215,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.61205,Far,-28.057,44.482,-5.3419,1.133068,0.7306376,-35.16109,43.92182,-15.74776,-35.16,43.14921,-13.98215,-35.5262,43.53818,-16.23544,32.06202,205.9893,23.5808,32.062,-154.011,23.581,0,0,0,0,0,0,341.5185,224.2272,306.0541,-18.482,-135.773,-53.946,-35.16,43.14921,-13.98215,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.63653,Far,-28.057,44.482,-5.3419,1.25141,0.7306376,-35.17893,43.90446,-15.7643,-35.16,43.14921,-13.98215,-35.52596,43.5383,-16.23543,33.27069,205.3823,23.8054,33.271,-154.618,23.805,0,0,0,0,0,0,341.5004,224.2485,305.9706,-18.5,-135.752,-54.029,-35.16,43.14921,-13.98215,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.66003,Far,-28.057,44.482,-5.3419,1.373135,0.7306376,-35.1987,43.88836,-15.77838,-35.16,43.14921,-13.98215,-35.52638,43.53772,-16.23552,33.69703,204.4111,23.37605,33.697,-155.589,23.376,0,0,0,0,0,0,341.6246,224.255,305.8714,-18.375,-135.745,-54.129,-35.16,43.14921,-13.98215,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.61907,Far,-28.057,44.482,-5.3419,1.493063,0.81077,-35.2233,43.87795,-15.7111,-35.16,43.14921,-13.90202,-35.52639,43.53817,-16.15541,34.67997,205.9032,22.67459,34.68,-154.097,22.675,0,0,0,0,0,0,341.547,224.2406,305.9668,-18.453,-135.759,-54.033,-35.16,43.14921,-13.90202,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.63569,Far,-28.057,44.482,-5.3419,1.613318,0.81077,-35.23671,43.87909,-15.72213,-35.16,43.14921,-13.90202,-35.52648,43.53677,-16.1553,34.13911,205.4193,21.59975,34.139,-154.581,21.6,0,0,0,0,0,0,341.8274,224.256,306.0117,-18.173,-135.744,-53.988,-35.16,43.14921,-13.90202,0,0,0,0,0,0
