userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.47563,Far,-28.661,44.641,-5.3419,0.02,0,-35.56033,43.57933,-16.86859,-35.16,43.152,-14.71,-35.16,43.152,-14.71,29.34483,231.125,19.14301,29.345,-128.875,19.143,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.84057,Far,-28.661,44.641,-5.3419,0.4316958,0.2842903,-35.04501,43.76363,-16.44843,-35.1779,43.67157,-16.12961,-35.16,42.86771,-14.71,341.5747,99.94039,353.4149,-18.425,99.94,-6.585001,330.729,56.31997,21.49883,-29.271,56.32,21.499,0,0,0,0,0,0,-35.16,42.86771,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.0455,Far,-28.661,44.641,-5.3419,0.7494004,1.121004,-35.25481,44.35693,-15.41837,-34.91028,43.95229,-15.51592,-35.16,43.14921,-14.18377,347.2339,121.1834,356.5507,-12.766,121.183,-3.449,316.4545,38.75702,12.22593,-43.545,38.757,12.226,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.00811,Far,-28.661,44.641,-5.3419,0.8833674,1.121004,-35.21614,44.3121,-15.39758,-34.877,43.95113,-15.47847,-35.16,43.14921,-14.18377,329.6187,105.6913,2.822873,-30.381,105.691,2.823,315.0361,33.85965,11.5853,-44.964,33.86,11.585,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.97736,Far,-28.661,44.641,-5.3419,1.016073,1.121004,-35.1264,44.30483,-15.41874,-34.85251,43.96225,-15.42555,-35.16,43.14921,-14.18377,322.8499,88.54142,5.31422,-37.15,88.54101,5.314,314.2638,25.04108,12.67951,-45.736,25.041,12.68,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.93357,Far,-28.661,44.641,-5.3419,1.152476,1.121004,-35.05642,44.26919,-15.41019,-34.83804,43.98365,-15.36889,-35.16,43.14921,-14.18377,337.8746,79.41599,0.1444398,-22.125,79.416,0.144,311.4306,15.12647,12.4221,-48.569,15.126,12.422,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.91727,Far,-28.661,44.641,-5.3419,1.286467,1.121004,-35.05197,44.20186,-15.39098,-34.83072,44.00324,-15.31656,-35.16,43.14921,-14.18377,350.6866,73.58086,354.9777,-9.313001,73.581,-5.022,308.8541,5.616041,13.31589,-51.146,5.616,13.316,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.91031,Far,-28.661,44.641,-5.3419,1.419164,1.121004,-35.06659,44.18986,-15.37288,-34.82997,44.02265,-15.27168,-35.16,43.14921,-14.18377,2.724172,64.75929,353.9496,2.724,64.759,-6.05,305.9584,359.5401,12.61655,-54.042,-0.46,12.617,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.90049,Far,-28.661,44.641,-5.3419,1.553972,1.121004,-35.08437,44.20461,-15.35047,-34.84844,44.02617,-15.22958,-35.16,43.14921,-14.18377,0.9282693,52.76648,356.9065,0.928,52.766,-3.093,305.92,354.4171,11.98739,-54.08,-5.583,11.987,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.90843,Far,-28.661,44.641,-5.3419,1.689787,1.121004,-35.11069,44.21062,-15.34325,-34.86666,44.02261,-15.18455,-35.16,43.14921,-14.18377,359.0003,44.57742,357.7328,-1,44.577,-2.267,307.1174,358.504,6.435749,-52.883,-1.496,6.436,0,0,0,0,0,0,-35.16,43.14921,-14.18377,0,0,0,0,0,0
