userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32772,Far,-28.661,44.641,-5.3419,0.02,0,-35.4675,43.58941,-16.75216,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.9001,234.0593,1.381577,-12.1,-125.941,1.382,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32846,Far,-28.661,44.641,-5.3419,0.4418786,0,-35.46725,43.589,-16.75312,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8939,234.0638,1.375715,-12.106,-125.936,1.376,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32762,Far,-28.661,44.641,-5.3419,0.5822098,0,-35.46758,43.5895,-16.752,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8845,234.0603,1.38121,-12.116,-125.94,1.381,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32741,Far,-28.661,44.641,-5.3419,0.7220643,0,-35.46751,43.5895,-16.75179,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8775,234.0585,1.388768,-12.122,-125.941,1.389,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32758,Far,-28.661,44.641,-5.3419,0.8539982,0,-35.4677,43.58958,-16.75188,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8981,234.0587,1.385672,-12.102,-125.941,1.386,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32746,Far,-28.661,44.641,-5.3419,0.9823917,0,-35.46765,43.58952,-16.75177,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8662,234.057,1.379322,-12.134,-125.943,1.379,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32753,Far,-28.661,44.641,-5.3419,1.124692,0,-35.46743,43.58943,-16.75197,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8615,234.0554,1.383168,-12.139,-125.945,1.383,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32766,Far,-28.661,44.641,-5.3419,1.250236,0,-35.46754,43.58942,-16.75206,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8726,234.0535,1.372488,-12.127,-125.946,1.372,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32754,Far,-28.661,44.641,-5.3419,1.37311,0,-35.46738,43.58936,-16.75201,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8871,234.0491,1.381634,-12.113,-125.951,1.382,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.32741,Far,-28.661,44.641,-5.3419,1.489203,0,-35.46736,43.58937,-16.75187,-35.16,43.152,-14.71,-35.16,43.152,-14.71,347.8879,234.0496,1.377667,-12.112,-125.95,1.378,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
