userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z,m_EventType,m_Side,m_Status
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.65347,Far,-28.057,44.482,-5.3419,0.02,0,0,-35.5197,43.51432,-16.7344,-35.16,43.152,-14.71,-35.16,43.152,-14.71,339.5164,194.9576,347.8174,-20.484,-165.042,-12.183,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.17288,Far,-28.057,44.482,-5.3419,0.4560262,0,0.5367114,-35.09177,43.66805,-16.4493,-35.16,43.152,-14.71,-35.4732,43.52926,-16.99162,354.0494,139.3265,339.7675,-5.951,139.326,-20.232,0,0,0,0,0,0,352.4531,227.3818,20.00345,-7.547,-132.618,20.003,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.11877,Far,-28.057,44.482,-5.3419,0.7666552,0,0.6787056,-35.0511,43.69727,-16.41298,-35.16,43.152,-14.71,-35.45824,43.53322,-16.96459,355.1518,133.1995,336.0161,-4.848,133.199,-23.984,0,0,0,0,0,0,356.3296,225.9913,16.97373,-3.67,-134.009,16.974,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.0792,Far,-28.057,44.482,-5.3419,0.9130391,0,0.7260717,-35.0196,43.72161,-16.38769,-35.16,43.152,-14.71,-35.44315,43.55185,-16.92238,353.741,126.9987,338.6029,-6.259,126.999,-21.397,0,0,0,0,0,0,354.486,225.0497,12.48149,-5.514,-134.95,12.482,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.03587,Far,-28.057,44.482,-5.3419,1.052581,0,0.7798656,-34.99799,43.75533,-16.35228,-35.16,43.152,-14.71,-35.42817,43.59645,-16.83249,354.5034,121.7963,343.0779,-5.497,121.796,-16.922,0,0,0,0,0,0,352.3215,221.7616,11.54124,-7.679,-138.238,11.541,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,13.01285,Far,-28.057,44.482,-5.3419,1.188493,0,0.8587373,-34.98924,43.80402,-16.33365,-35.16,43.152,-14.71,-35.41973,43.67442,-16.66721,352.4782,117.8915,345.7091,-7.522,117.891,-14.291,0,0,0,0,0,0,347.7516,216.4151,14.68861,-12.248,-143.585,14.689,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.96562,Far,-28.057,44.482,-5.3419,1.32486,0,0.9664496,-34.94218,43.89811,-16.3128,-35.16,43.152,-14.71,-35.38,43.75279,-16.45984,352.4344,111.7017,349.084,-7.566,111.702,-10.916,0,0,0,0,0,0,341.8061,203.4157,27.65707,-18.194,-156.584,27.657,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.94009,Far,-28.057,44.482,-5.3419,1.45355,0,1.068558,-34.91737,43.99631,-16.30298,-35.16,43.152,-14.71,-35.31339,43.79875,-16.29186,346.0051,105.6749,350.8756,-13.995,105.675,-9.124001,0,0,0,0,0,0,342.7053,193.4373,27.01871,-17.295,-166.563,27.019,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.92133,Far,-28.057,44.482,-5.3419,1.612229,0,1.225714,-34.93491,44.14877,-16.27552,-35.16,43.152,-14.71,-35.1619,43.83266,-16.14882,337.4412,101.2124,357.5227,-22.559,101.212,-2.477,0,0,0,0,0,0,341.0906,170.8257,29.61676,-18.909,170.826,29.617,-35.16,43.152,-14.71,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.34128,Far,-28.057,44.482,-5.3419,1.773208,0.568306,1.993959,-34.97269,44.31372,-15.56208,-35.16,43.14921,-14.14449,-34.96287,43.81481,-15.50118,341.176,106.8162,5.759029,-18.824,106.816,5.759,0,0,0,0,0,0,348.1136,150.6305,16.55819,-11.886,150.63,16.558,-35.16,43.14921,-14.14449,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.20975,Far,-28.057,44.482,-5.3419,1.90171,0.568306,2.184349,-34.99094,44.39,-15.39128,-34.84014,43.792,-15.42106,-34.83586,43.82404,-15.47519,348.5395,118.8514,6.772809,-11.461,118.851,6.773,352.7863,129.9634,334.2564,-7.214,129.963,-25.744,343.5109,138.783,7.729492,-16.489,138.783,7.729001,-35.16,43.14921,-14.14449,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.05982,Far,-28.057,44.482,-5.3419,2.032837,0.568306,2.364955,-34.97407,44.36618,-15.22016,-34.7817,43.80299,-15.41844,-34.76803,43.84369,-15.4659,350.8546,141.7094,359.6192,-9.145,141.709,-0.381,347.2427,126.4497,335.6552,-12.757,126.45,-24.345,337.7187,137.1217,6.208169,-22.281,137.122,6.208,-35.16,43.14921,-14.14449,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.01071,Far,-28.057,44.482,-5.3419,2.163216,0.568306,2.457306,-34.92358,44.30949,-15.19469,-34.73285,43.81404,-15.41513,-34.73646,43.84768,-15.47001,339.0449,138.0801,1.559851,-20.955,138.08,1.56,345.9891,128.3068,335.202,-14.011,128.307,-24.798,336.6214,138.8199,5.653294,-23.379,138.82,5.653,-35.16,43.14921,-14.14449,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.00522,Far,-28.057,44.482,-5.3419,2.298791,0.568306,2.548347,-34.84889,44.28834,-15.23927,-34.70747,43.81363,-15.42171,-34.71391,43.84657,-15.4775,318.2235,121.1049,9.24424,-41.777,121.105,9.244,347.2332,129.4432,335.9702,-12.767,129.443,-24.03,337.5683,139.8881,6.18907,-22.432,139.888,6.189,-35.16,43.14921,-14.14449,0,0,0,0,0,0,,,
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.98223,Far,-28.057,44.482,-5.3419,2.438909,0.568306,2.620744,-34.78751,44.28252,-15.25322,-34.67754,43.82063,-15.41294,-34.68384,43.85456,-15.46842,331.6436,116.3282,3.572271,-28.356,116.328,3.572,346.5973,128.1163,337.4114,-13.403,128.116,-22.589,336.6966,138.4337,7.253446,-23.303,138.434,7.253,-35.16,43.14921,-14.14449,0,0,0,0,0,0,,,
