userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveledCameraRig,m_TotalDistanceTraveledHeadset,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.54213,Far,-28.057,44.482,-5.3419,0.02,0,58.35532,-34.59205,44.17432,-16.04253,-35.16,43.152,-14.71,-35.16,43.152,-14.71,331.8658,106.9817,359.6667,-28.134,106.982,-0.333,0,0,0,0,0,0,0,0,0,0,0,0,-35.16,43.152,-14.71,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.25989,Far,-28.057,44.482,-5.3419,0.4715976,0.3353176,58.88256,-34.75315,44.14834,-15.60616,-34.56086,43.80777,-15.39577,-34.5658,43.81207,-15.6009,3.808177,97.09412,357.6647,3.808,97.094,-2.335,328.0718,69.67991,0.5426024,-31.928,69.68,0.543,342.7657,76.50177,351.8852,-17.234,76.50201,-8.115001,-35.16,43.14921,-14.37747,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.24154,Far,-28.057,44.482,-5.3419,0.807238,0.3353176,58.96969,-34.81316,44.14324,-15.54459,-34.57633,43.81869,-15.36876,-34.57346,43.82118,-15.56753,3.9503,73.08134,358.0134,3.95,73.081,-1.987,327.6665,66.90654,1.12592,-32.334,66.90701,1.126,341.1847,72.24389,352.3364,-18.815,72.244,-7.664001,-35.16,43.14921,-14.37747,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.24146,Far,-28.057,44.482,-5.3419,0.9640557,0.3353176,58.97645,-34.8186,44.14201,-15.54084,-34.57563,43.81965,-15.3675,-34.57803,43.82773,-15.56158,4.108795,71.45901,358.2239,4.109,71.459,-1.776,327.7503,67.37491,0.05592485,-32.25,67.375,0.056,339.8559,70.71159,352.5734,-20.144,70.71201,-7.427001,-35.16,43.14921,-14.37747,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.24126,Far,-28.057,44.482,-5.3419,1.114696,0.3353176,58.98008,-34.82128,44.14091,-15.53879,-34.57361,43.8157,-15.3657,-34.58039,43.83012,-15.55924,4.321557,70.36628,358.3054,4.322,70.366,-1.695,328.396,67.38506,359.8004,-31.604,67.385,-0.2,339.2807,69.78798,352.5289,-20.719,69.788,-7.471,-35.16,43.14921,-14.37747,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,12.16149,Far,-28.057,44.482,-5.3419,1.271008,0.4198001,59.06657,-34.75574,44.14082,-15.48647,-34.4989,43.80249,-15.31116,-34.51416,43.83651,-15.50256,4.186431,69.04927,358.3898,4.186,69.049,-1.61,329.9615,67.23812,358.5014,-30.039,67.23801,-1.499,338.4315,67.13443,352.7738,-21.568,67.134,-7.226,-35.09218,43.14921,-14.32712,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.8909,Far,-28.057,44.482,-5.3419,1.432122,0.7021243,59.34876,-34.54073,44.1417,-15.30378,-34.27065,43.77986,-15.12422,-34.29779,43.8491,-15.30774,4.098675,66.97192,358.4133,4.099,66.972,-1.587,331.2373,67.7047,355.8157,-28.763,67.705,-4.184,336.9845,62.30477,354.9446,-23.015,62.305,-5.055,-34.87443,43.14921,-14.14745,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.63561,Far,-28.057,44.482,-5.3419,1.588353,0.9618847,59.61114,-34.35183,44.14149,-15.12181,-34.07098,43.75871,-14.94049,-34.11154,43.86085,-15.11407,3.980656,63.06556,358.606,3.981,63.066,-1.394,335.3653,66.73202,356.0144,-24.635,66.732,-3.986,335.1186,57.09875,357.6192,-24.881,57.099,-2.381,-34.68248,43.14921,-13.97252,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.35376,Far,-28.057,44.482,-5.3419,1.750792,1.241635,59.89513,-34.17456,44.1422,-14.90056,-33.8888,43.7589,-14.72768,-33.93708,43.86702,-14.886,3.658033,57.48895,358.5565,3.658,57.489,-1.443,335.4581,66.91971,356.3951,-24.542,66.92001,-3.605,334.0048,53.13869,359.6551,-25.995,53.139,-0.345,-34.50032,43.14921,-13.76072,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,11.02515,Far,-28.057,44.482,-5.3419,1.91838,1.567206,60.22439,-34.00714,44.14143,-14.61734,-33.71698,43.75855,-14.45122,-33.77269,43.86921,-14.59755,3.608287,53.089,358.6713,3.608,53.089,-1.329,335.5754,66.9341,356.5463,-24.425,66.93401,-3.454,333.3876,50.63402,0.4211957,-26.612,50.634,0.421,-34.32857,43.14922,-13.48444,0,0,0,0,0,0
