PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,m_TeleportPositionStep.x,m_TeleportPositionStep.y,m_TeleportPositionStep.z,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.88752,0.02,0,-34.24736,44.3661,-13.71522,-35.16,43.152,-14.71,-35.16,43.152,-14.71,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.896978,0.4948099,0.01300672,-34.25521,44.36566,-13.72132,-33.64209,43.96579,-13.36522,-33.51698,43.98616,-13.40126,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.893041,0.8953236,0.01758118,-34.25259,44.3635,-13.71826,-33.64171,43.96494,-13.36365,-33.51697,43.98615,-13.40159,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.888559,1.083906,0.0230271,-34.24916,44.36074,-13.71508,-33.64164,43.96493,-13.363,-33.517,43.98612,-13.40108,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.881182,1.247218,0.03244337,-34.24512,44.35513,-13.7087,-33.64166,43.96511,-13.36368,-33.51688,43.98614,-13.40121,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.877316,1.405141,0.03717683,-34.24284,44.35253,-13.70549,-33.6419,43.96545,-13.36511,-33.51697,43.986,-13.40152,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.874777,1.562923,0.04029844,-34.24102,44.35114,-13.7036,-33.642,43.96575,-13.36521,-33.51706,43.98607,-13.40114,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.874829,1.70177,0.04099241,-34.24079,44.35131,-13.70383,-33.64194,43.96602,-13.3661,-33.51677,43.98594,-13.40121,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.874874,1.859775,0.04196169,-34.24125,44.35059,-13.70354,-33.64181,43.96597,-13.36564,-33.51656,43.98606,-13.40067,-28.721,44.641,-5.5209
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.8752,2.024415,0.04295902,-34.24151,44.35109,-13.70378,-33.64225,43.96606,-13.36608,-33.51715,43.98618,-13.40136,-28.721,44.641,-5.5209
