PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart,TeleportEnd
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.02,-33.71378,43.86326,-13.53365,-35.16,43.152,-14.71,-35.16,43.152,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.4417872,-34.09776,45.07626,-14.23705,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.8138305,-34.31459,44.80236,-13.5641,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,0.9618344,-34.33966,44.74661,-13.45437,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.108075,-34.35501,44.69908,-13.39369,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.24129,-34.35555,44.66899,-13.35517,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.371463,-34.35403,44.65413,-13.33574,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.498003,-34.35307,44.64706,-13.32853,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.631426,-34.3527,44.64948,-13.33661,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.755783,-34.35386,44.6661,-13.367,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.888977,-34.35266,44.71066,-13.45129,-35.16,43.14921,-14.71,-35.16,43.14921,-14.71,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.0255,-34.34006,44.77112,-13.57863,-35.16,43.14921,-14.71,-34.23336,44.27921,-13.252,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.157472,-34.33393,44.81318,-13.73741,-34.34409,44.32576,-13.2992,-34.2193,44.44843,-13.40263,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.288615,-34.33401,44.83733,-13.87525,-34.40718,44.49713,-13.46419,-34.26746,44.5747,-13.53504,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.425827,-34.35213,44.85949,-13.96915,-34.39359,44.57723,-13.59018,-34.27644,44.62839,-13.64328,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.558268,-34.38478,44.87346,-14.03319,-34.41507,44.6041,-13.67026,-34.29594,44.62889,-13.71049,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.693982,-34.42603,44.87577,-14.06886,-34.46687,44.59634,-13.71717,-34.31733,44.60887,-13.76315,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.817709,-34.47921,44.87561,-14.09038,-34.5145,44.58129,-13.75552,-34.34343,44.57013,-13.80923,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.950693,-34.55324,44.86808,-14.1013,-34.5864,44.54552,-13.7886,-34.39393,44.50624,-13.84738,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.087524,-34.63183,44.86717,-14.09813,-34.63971,44.49284,-13.80665,-34.43837,44.42447,-13.89102,
